user_id,join_date,gopay_tier,internal_credit_score,paylater_limit
GP-004020,2023-01-22,Plus,474.0,5000000
GP-004021,2022-05-29,Plus,,500000
GP-004022,2023-07-15,Plus,790.0,500000
GP-004023,2022-10-20,Basic,476.0,0
GP-004024,2022-12-18,Basic,325.0,0
GP-004025,2023-01-06,Plus,474.0,1500000
GP-004026,2023-06-04,Plus,481.0,500000
GP-004027,2022-10-30,Basic,415.0,0
GP-004028,2022-10-08,Basic,442.0,0
GP-004029,2022-03-19,Plus,620.0,500000
GP-004030,2022-05-27,Plus,748.0,1500000
GP-004031,2021-02-23,Basic,312.0,0
GP-004032,2023-02-28,Basic,364.0,0
GP-004033,2023-03-28,Plus,769.0,500000
GP-004034,2022-02-16,Plus,423.0,1500000
GP-004035,2021-03-28,Basic,440.0,0
GP-004036,2023-04-16,Plus,664.0,3000000
GP-004037,2023-05-01,Plus,833.0,500000
GP-004038,2023-03-26,Plus,701.0,500000
GP-004039,2022-05-31,Plus,511.0,3000000
GP-004040,2022-01-21,Basic,362.0,0
GP-004041,2023-05-02,Plus,809.0,500000
GP-004042,2021-04-30,Plus,705.0,500000
GP-004043,2022-02-26,Basic,315.0,0
GP-004044,2023-02-13,Plus,480.0,1500000
GP-004045,2022-02-27,Plus,,500000
GP-004046,2023-04-26,Plus,627.0,1500000
GP-004047,2022-09-17,Basic,,0
GP-004048,2023-04-04,Plus,665.0,500000
GP-004049,2021-05-20,Plus,673.0,1500000
GP-004050,2023-05-20,Basic,465.0,0
GP-004051,2021-03-01,Plus,570.0,3000000
GP-004052,2023-04-11,Basic,,0
GP-004053,2023-07-03,Plus,428.0,5000000
GP-004054,2022-10-19,Plus,708.0,500000
GP-004055,2023-03-04,Plus,534.0,1500000
GP-004056,2021-02-25,Basic,436.0,0
GP-004057,2021-10-07,Plus,682.0,3000000
GP-004058,2023-09-26,Basic,313.0,0
GP-004059,2023-03-30,Basic,476.0,0
GP-004060,2022-03-27,Plus,522.0,500000
GP-004061,2022-07-05,Plus,455.0,5000000
GP-004062,2023-03-11,Plus,452.0,3000000
GP-004063,2023-09-06,Basic,394.0,0
GP-004064,2021-05-20,Plus,400.0,1500000
GP-004065,2022-09-22,Basic,375.0,0
GP-004066,2023-05-27,Plus,700.0,500000
GP-004067,2021-04-04,Plus,619.0,1500000
GP-004068,2021-12-19,Plus,645.0,5000000
GP-004069,2023-04-02,Basic,395.0,0
GP-004070,2023-08-02,Plus,424.0,500000
GP-004071,2023-02-01,Plus,557.0,500000
GP-004072,2021-05-06,Basic,386.0,0
GP-004073,2021-07-22,Basic,375.0,0
GP-004074,2022-03-05,Basic,414.0,0
GP-004075,2021-05-28,Plus,563.0,500000
GP-004076,2022-10-14,Plus,,500000
GP-004077,2023-02-23,Basic,362.0,0
GP-004078,2023-04-30,Plus,619.0,1500000
GP-004079,2021-02-14,Plus,576.0,500000
GP-004080,2022-04-02,Basic,464.0,0
GP-004081,2021-10-20,Plus,,1500000
GP-004082,2023-01-23,Basic,,0
GP-004083,2023-06-17,Plus,685.0,3000000
GP-004084,2022-10-26,Plus,644.0,1500000
GP-004085,2022-04-01,Basic,,0
GP-004086,2021-12-31,Plus,471.0,500000
GP-004087,2021-10-02,Plus,518.0,500000
GP-004088,2023-04-05,Basic,314.0,0
GP-004089,2023-03-23,Plus,730.0,500000
GP-004090,2023-03-11,Basic,414.0,0
GP-004091,2021-09-29,Plus,702.0,1500000
GP-004092,2021-03-15,Basic,395.0,0
GP-004093,2023-03-13,Basic,474.0,0
GP-004094,2021-09-09,Basic,352.0,0
GP-004095,2022-02-16,Plus,,500000
GP-004096,2022-01-28,Plus,486.0,500000
GP-004097,2021-03-03,Basic,487.0,0
GP-004098,2021-11-22,Plus,751.0,500000
GP-004099,2022-05-21,Plus,412.0,3000000
GP-004100,2023-05-09,Plus,738.0,500000
GP-004101,2022-07-26,Plus,700.0,1500000
GP-004102,2021-05-21,Basic,320.0,0
GP-004103,2021-09-09,Plus,441.0,500000
GP-004104,2021-11-27,Plus,832.0,3000000
GP-004105,2021-09-29,Basic,319.0,0
GP-004106,2021-02-17,Basic,367.0,0
GP-004107,2022-08-29,Plus,585.0,1500000
GP-004108,2022-01-12,Basic,323.0,0
GP-004109,2022-04-07,Plus,440.0,500000
GP-004110,2023-08-26,Plus,728.0,3000000
GP-004111,2022-05-26,Basic,386.0,0
GP-004112,2021-06-01,Plus,540.0,500000
GP-004113,2021-10-01,Basic,410.0,0
GP-004114,2022-02-20,Basic,326.0,0
GP-004115,2023-03-15,Plus,424.0,5000000
GP-004116,2021-06-23,Plus,708.0,3000000
GP-004117,2021-05-03,Plus,657.0,500000
GP-004118,2021-01-21,Basic,478.0,0
GP-004119,2021-01-23,Plus,509.0,1500000
GP-004120,2022-10-26,Basic,330.0,0
GP-004121,2021-06-25,Plus,,5000000
GP-004122,2023-05-20,Basic,407.0,0
GP-004123,2022-03-03,Basic,415.0,0
GP-004124,2022-03-05,Basic,483.0,0
GP-004125,2021-08-19,Basic,436.0,0
GP-004126,2021-01-12,Plus,,500000
GP-004127,2022-11-17,Basic,394.0,0
GP-004128,2022-09-26,Plus,682.0,500000
GP-004129,2023-04-12,Plus,,5000000
GP-004130,2023-09-16,Basic,491.0,0
GP-004131,2022-02-21,Plus,,1500000
GP-004132,2023-05-04,Plus,520.0,1500000
GP-004133,2023-08-21,Plus,524.0,3000000
GP-004134,2022-10-24,Basic,371.0,0
GP-004135,2023-03-20,Basic,,0
GP-004136,2021-03-18,Plus,662.0,5000000
GP-004137,2023-05-09,Basic,338.0,0
GP-004138,2023-05-02,Plus,,3000000
GP-004139,2021-05-31,Plus,726.0,500000
GP-004140,2023-01-30,Plus,616.0,3000000
GP-004141,2023-07-30,Plus,741.0,1500000
GP-004142,2021-12-19,Plus,583.0,500000
GP-004143,2022-06-05,Basic,306.0,0
GP-004144,2021-02-03,Plus,425.0,5000000
GP-004145,2021-05-11,Basic,489.0,0
GP-004146,2023-03-02,Basic,492.0,0
GP-004147,2023-07-31,Plus,,5000000
GP-004148,2023-04-28,Basic,476.0,0
GP-004149,2023-06-15,Basic,424.0,0
GP-004150,2023-05-08,Basic,456.0,0
GP-004151,2022-09-22,Plus,556.0,1500000
GP-004152,2023-07-07,Plus,433.0,1500000
GP-004153,2022-09-22,Basic,352.0,0
GP-004154,2021-08-23,Plus,697.0,500000
GP-004155,2023-03-30,Plus,,500000
GP-004156,2023-01-25,Basic,458.0,0
GP-004157,2022-05-07,Plus,722.0,3000000
GP-004158,2021-09-15,Plus,474.0,1500000
GP-004159,2021-08-22,Plus,783.0,3000000
GP-004160,2023-06-20,Plus,683.0,1500000
GP-004161,2023-09-22,Basic,374.0,0
GP-004162,2022-01-26,Plus,534.0,500000
GP-004163,2021-10-09,Basic,,0
GP-004164,2023-03-26,Plus,,1500000
GP-004165,2021-06-13,Plus,836.0,500000
GP-004166,2022-12-27,Basic,443.0,0
GP-004167,2021-08-13,Basic,468.0,0
GP-004168,2023-09-06,Basic,,0
GP-004169,2022-09-14,Basic,375.0,0
GP-004170,2022-06-25,Plus,608.0,3000000
GP-004171,2021-11-21,Plus,672.0,500000
GP-004172,2021-08-25,Basic,484.0,0
GP-004173,2023-05-21,Plus,468.0,500000
GP-004174,2022-12-01,Plus,503.0,1500000
GP-004175,2022-08-31,Basic,361.0,0
GP-004176,2021-08-30,Plus,503.0,500000
GP-004177,2022-03-22,Plus,532.0,1500000
GP-004178,2022-03-12,Plus,576.0,500000
GP-004179,2021-03-12,Plus,839.0,1500000
GP-004180,2023-07-19,Basic,,0
GP-004181,2023-09-14,Plus,,1500000
GP-004182,2021-05-15,Plus,,500000
GP-004183,2022-06-07,Basic,453.0,0
GP-004184,2023-08-10,Plus,611.0,500000
GP-004185,2021-09-08,Plus,589.0,1500000
GP-004186,2021-05-14,Plus,428.0,1500000
GP-004187,2022-12-22,Plus,575.0,1500000
GP-004188,2023-03-20,Basic,,0
GP-004189,2021-01-11,Basic,,0
GP-004190,2023-07-29,Plus,846.0,1500000
GP-004191,2021-04-25,Basic,381.0,0
GP-004192,2021-04-27,Plus,510.0,5000000
GP-004193,2021-03-17,Plus,598.0,5000000
GP-004194,2022-01-13,Basic,344.0,0
GP-004195,2023-02-13,Plus,,500000
GP-004196,2022-08-08,Basic,444.0,0
GP-004197,2022-07-02,Basic,453.0,0
GP-004198,2022-09-27,Basic,308.0,0
GP-004199,2022-11-16,Basic,413.0,0
GP-004200,2023-05-03,Basic,365.0,0
GP-004201,2022-09-03,Basic,,0
GP-004202,2022-11-07,Basic,,0
GP-004203,2021-09-28,Basic,463.0,0
GP-004204,2023-09-19,Plus,710.0,3000000
GP-004205,2023-07-03,Plus,801.0,500000
GP-004206,2023-01-04,Plus,557.0,500000
GP-004207,2023-07-16,Plus,577.0,3000000
GP-004208,2021-03-14,Plus,525.0,3000000
GP-004209,2023-09-03,Basic,,0
GP-004210,2022-11-13,Plus,514.0,1500000
GP-004211,2021-05-11,Plus,506.0,3000000
GP-004212,2023-06-04,Basic,357.0,0
GP-004213,2023-01-22,Plus,541.0,500000
GP-004214,2021-05-24,Basic,406.0,0
GP-004215,2022-11-05,Plus,474.0,500000
GP-004216,2022-05-08,Basic,311.0,0
GP-004217,2021-03-16,Basic,,0
GP-004218,2021-01-25,Basic,313.0,0
GP-004219,2023-05-15,Plus,490.0,1500000
GP-004220,2023-02-08,Basic,,0
GP-004221,2022-05-04,Plus,,3000000
GP-004222,2023-08-08,Plus,437.0,500000
GP-004223,2022-12-06,Basic,313.0,0
GP-004224,2021-11-23,Plus,536.0,1500000
GP-004225,2022-09-17,Plus,631.0,500000
GP-004226,2021-03-23,Plus,400.0,500000
GP-004227,2023-02-14,Basic,436.0,0
GP-004228,2022-11-28,Basic,419.0,0
GP-004229,2023-01-26,Plus,,3000000
GP-004230,2023-04-13,Basic,366.0,0
GP-004231,2021-10-08,Basic,486.0,0
GP-004232,2021-01-01,Plus,417.0,500000
GP-004233,2023-04-09,Plus,677.0,5000000
GP-004234,2021-03-27,Plus,425.0,5000000
GP-004235,2022-01-20,Plus,527.0,5000000
GP-004236,2022-04-13,Basic,340.0,0
GP-004237,2023-09-22,Plus,667.0,500000
GP-004238,2022-04-20,Plus,,500000
GP-004239,2021-06-04,Plus,509.0,500000
GP-004240,2021-12-05,Plus,,500000
GP-004241,2022-03-08,Plus,810.0,500000
GP-004242,2021-07-17,Basic,361.0,0
GP-004243,2021-09-10,Basic,430.0,0
GP-004244,2022-06-17,Plus,400.0,5000000
GP-004245,2021-09-03,Plus,551.0,3000000
GP-004246,2023-04-02,Plus,,500000
GP-004247,2021-12-18,Plus,702.0,1500000
GP-004248,2021-09-27,Plus,699.0,1500000
GP-004249,2022-02-03,Plus,523.0,500000
GP-004250,2023-04-19,Plus,442.0,3000000
GP-004251,2021-04-05,Plus,791.0,1500000
GP-004252,2022-11-23,Plus,478.0,500000
GP-004253,2023-09-18,Plus,,500000
GP-004254,2021-12-23,Plus,454.0,1500000
GP-004255,2023-04-07,Plus,572.0,1500000
GP-004256,2021-09-22,Basic,386.0,0
GP-004257,2022-11-18,Basic,318.0,0
GP-004258,2021-08-09,Basic,374.0,0
GP-004259,2021-08-28,Plus,700.0,500000
GP-004260,2022-11-30,Basic,441.0,0
GP-004261,2022-06-30,Plus,,500000
GP-004262,2021-10-07,Plus,752.0,3000000
GP-004263,2021-07-06,Plus,545.0,500000
GP-004264,2021-03-22,Basic,305.0,0
GP-004265,2021-01-30,Plus,445.0,3000000
GP-004266,2021-01-15,Plus,658.0,500000
GP-004267,2022-04-17,Basic,384.0,0
GP-004268,2022-04-07,Plus,640.0,500000
GP-004269,2022-02-21,Plus,806.0,1500000
GP-004270,2022-08-30,Plus,603.0,500000
GP-004271,2023-03-30,Basic,408.0,0
GP-004272,2021-10-30,Basic,,0
GP-004273,2022-11-22,Plus,707.0,500000
GP-004274,2022-05-30,Plus,648.0,3000000
GP-004275,2023-05-08,Plus,429.0,500000
GP-004276,2021-09-29,Basic,395.0,0
GP-004277,2023-04-12,Basic,409.0,0
GP-004278,2022-06-16,Plus,516.0,500000
GP-004279,2022-02-27,Plus,748.0,500000
GP-004280,2021-12-07,Basic,411.0,0
GP-004281,2022-12-05,Plus,577.0,5000000
GP-004282,2021-09-29,Basic,360.0,0
GP-004283,2023-07-13,Basic,329.0,0
GP-004284,2021-01-01,Basic,,0
GP-004285,2022-10-24,Plus,,5000000
GP-004286,2021-06-09,Plus,562.0,3000000
GP-004287,2023-06-24,Basic,341.0,0
GP-004288,2021-01-01,Plus,666.0,1500000
GP-004289,2023-06-06,Plus,632.0,500000
GP-004290,2021-01-16,Plus,592.0,5000000
GP-004291,2023-06-22,Basic,469.0,0
GP-004292,2023-06-23,Plus,766.0,3000000
GP-004293,2021-09-08,Plus,,1500000
GP-004294,2022-09-15,Plus,,500000
GP-004295,2021-10-20,Basic,433.0,0
GP-004296,2023-08-16,Plus,443.0,3000000
GP-004297,2023-06-21,Plus,510.0,3000000
GP-004298,2022-10-19,Plus,801.0,3000000
GP-004299,2023-02-22,Basic,382.0,0
GP-004300,2021-01-25,Plus,799.0,500000
GP-004301,2022-05-15,Basic,375.0,0
GP-004302,2021-04-04,Plus,629.0,500000
GP-004303,2022-10-04,Plus,535.0,3000000
GP-004304,2022-08-22,Plus,664.0,500000
GP-004305,2023-04-10,Basic,369.0,0
GP-004306,2023-01-04,Basic,,0
GP-004307,2021-03-15,Plus,502.0,500000
GP-004308,2022-10-09,Plus,511.0,500000
GP-004309,2023-07-16,Plus,509.0,1500000
GP-004310,2023-02-05,Basic,312.0,0
GP-004311,2023-05-28,Plus,502.0,3000000
GP-004312,2022-08-04,Plus,,1500000
GP-004313,2021-09-04,Plus,442.0,500000
GP-004314,2021-07-04,Plus,,1500000
GP-004315,2023-03-07,Plus,793.0,500000
GP-004316,2021-06-30,Plus,681.0,1500000
GP-004317,2021-03-15,Basic,322.0,0
GP-004318,2022-12-13,Basic,477.0,0
GP-004319,2021-03-15,Basic,,0
GP-004320,2021-02-11,Plus,531.0,500000
GP-004321,2023-04-01,Plus,466.0,3000000
GP-004322,2023-01-30,Plus,,500000
GP-004323,2021-11-05,Plus,443.0,500000
GP-004324,2022-03-31,Plus,424.0,1500000
GP-004325,2022-06-03,Basic,475.0,0
GP-004326,2021-08-18,Plus,428.0,500000
GP-004327,2023-05-25,Plus,764.0,500000
GP-004328,2021-04-23,Basic,452.0,0
GP-004329,2023-08-01,Plus,615.0,1500000
GP-004330,2021-05-19,Plus,509.0,500000
GP-004331,2021-10-30,Basic,398.0,0
GP-004332,2022-08-18,Plus,532.0,1500000
GP-004333,2023-08-04,Plus,804.0,3000000
GP-004334,2022-01-11,Basic,373.0,0
GP-004335,2022-10-13,Plus,549.0,3000000
GP-004336,2021-05-21,Plus,823.0,1500000
GP-004337,2022-08-26,Plus,767.0,500000
GP-004338,2023-05-31,Basic,492.0,0
GP-004339,2022-12-06,Plus,577.0,500000
GP-004340,2022-06-19,Basic,481.0,0
GP-004341,2021-03-19,Plus,758.0,1500000
GP-004342,2021-10-12,Plus,751.0,3000000
GP-004343,2021-10-02,Plus,560.0,500000
GP-004344,2022-05-29,Plus,545.0,500000
GP-004345,2022-01-20,Basic,370.0,0
GP-004346,2022-04-28,Plus,524.0,1500000
GP-004347,2022-08-13,Plus,769.0,1500000
GP-004348,2021-05-26,Basic,,0
GP-004349,2022-05-13,Plus,589.0,500000
GP-004350,2021-07-11,Basic,362.0,0
GP-004351,2022-11-14,Plus,548.0,5000000
GP-004352,2022-07-20,Plus,508.0,500000
GP-004353,2022-01-23,Plus,659.0,1500000
GP-004354,2021-06-02,Plus,499.0,3000000
GP-004355,2023-07-01,Plus,601.0,500000
GP-004356,2023-01-12,Plus,634.0,500000
GP-004357,2021-12-13,Plus,,1500000
GP-004358,2022-02-03,Basic,495.0,0
GP-004359,2022-03-01,Plus,759.0,1500000
GP-004360,2021-10-24,Plus,,1500000
GP-004361,2021-12-09,Plus,803.0,500000
GP-004362,2023-08-09,Plus,,1500000
GP-004363,2021-05-21,Basic,461.0,0
GP-004364,2021-04-23,Plus,725.0,1500000
GP-004365,2023-08-07,Basic,477.0,0
GP-004366,2021-04-09,Plus,756.0,500000
GP-004367,2022-02-10,Basic,453.0,0
GP-004368,2022-01-05,Plus,,500000
GP-004369,2022-12-30,Plus,694.0,500000
GP-004370,2021-02-13,Basic,,0
GP-004371,2023-04-19,Basic,463.0,0
GP-004372,2022-05-04,Basic,304.0,0
GP-004373,2021-11-13,Plus,819.0,500000
GP-004374,2022-02-23,Plus,749.0,500000
GP-004375,2023-09-12,Basic,334.0,0
GP-004376,2021-11-15,Basic,377.0,0
GP-004377,2022-02-16,Basic,307.0,0
GP-004378,2022-09-23,Plus,702.0,3000000
GP-004379,2022-03-10,Plus,640.0,1500000
GP-004380,2022-02-24,Plus,547.0,1500000
GP-004381,2021-10-24,Plus,678.0,1500000
GP-004382,2022-05-11,Plus,,3000000
GP-004383,2022-01-23,Plus,623.0,1500000
GP-004384,2021-02-11,Basic,,0
GP-004385,2021-12-09,Plus,765.0,500000
GP-004386,2023-07-21,Basic,379.0,0
GP-004387,2021-10-01,Plus,594.0,500000
GP-004388,2023-01-24,Plus,498.0,3000000
GP-004389,2023-08-22,Basic,,0
GP-004390,2022-03-26,Plus,496.0,500000
GP-004391,2022-07-07,Basic,485.0,0
GP-004392,2021-08-20,Plus,697.0,1500000
GP-004393,2021-01-22,Plus,420.0,1500000
GP-004394,2021-10-10,Basic,442.0,0
GP-004395,2021-01-27,Plus,553.0,3000000
GP-004396,2023-03-31,Plus,415.0,500000
GP-004397,2022-01-29,Basic,464.0,0
GP-004398,2021-08-29,Basic,,0
GP-004399,2021-04-28,Plus,816.0,1500000
GP-004400,2021-04-13,Plus,428.0,3000000
GP-004401,2022-06-22,Basic,365.0,0
GP-004402,2022-07-22,Plus,523.0,1500000
GP-004403,2021-06-25,Plus,709.0,500000
GP-004404,2022-07-11,Basic,472.0,0
GP-004405,2023-07-22,Plus,,3000000
GP-004406,2022-02-14,Basic,406.0,0
GP-004407,2023-04-06,Plus,769.0,5000000
GP-004408,2021-04-30,Basic,406.0,0
GP-004409,2023-08-04,Plus,,3000000
GP-004410,2021-08-25,Plus,433.0,500000
GP-004411,2023-09-14,Plus,730.0,1500000
GP-004412,2022-10-31,Plus,700.0,3000000
GP-004413,2023-05-30,Plus,648.0,500000
GP-004414,2023-06-13,Basic,374.0,0
GP-004415,2022-11-27,Basic,489.0,0
GP-004416,2023-05-11,Plus,535.0,500000
GP-004417,2021-10-27,Plus,720.0,3000000
GP-004418,2021-11-14,Plus,828.0,1500000
GP-004419,2021-11-29,Plus,454.0,1500000
GP-004420,2022-05-05,Basic,418.0,0
GP-004421,2023-07-08,Plus,687.0,500000
GP-004422,2023-06-07,Plus,,500000
GP-004423,2023-05-21,Plus,549.0,3000000
GP-004424,2022-02-22,Plus,501.0,500000
GP-004425,2021-04-25,Plus,666.0,500000
GP-004426,2023-06-25,Plus,409.0,1500000
GP-004427,2021-03-23,Basic,315.0,0
GP-004428,2022-07-13,Plus,719.0,500000
GP-004429,2023-06-18,Plus,510.0,1500000
GP-004430,2022-03-03,Plus,732.0,3000000
GP-004431,2021-07-02,Basic,345.0,0
GP-004432,2022-01-06,Basic,386.0,0
GP-004433,2021-11-11,Plus,493.0,1500000
GP-004434,2021-05-22,Plus,450.0,1500000
GP-004435,2022-03-09,Basic,491.0,0
GP-004436,2021-07-17,Basic,313.0,0
GP-004437,2022-10-31,Plus,525.0,500000
GP-004438,2022-05-07,Plus,590.0,1500000
GP-004439,2023-06-05,Plus,827.0,3000000
GP-004440,2023-01-09,Plus,,1500000
GP-004441,2022-12-15,Plus,474.0,3000000
GP-004442,2023-02-04,Basic,459.0,0
GP-004443,2022-11-07,Plus,,1500000
GP-004444,2021-08-16,Plus,838.0,1500000
GP-004445,2023-05-21,Basic,,0
GP-004446,2022-05-27,Plus,581.0,500000
GP-004447,2022-07-14,Plus,,500000
GP-004448,2021-10-08,Plus,782.0,500000
GP-004449,2021-07-01,Plus,606.0,500000
GP-004450,2023-03-14,Plus,,500000
GP-004451,2022-10-06,Basic,332.0,0
GP-004452,2023-09-22,Plus,673.0,500000
GP-004453,2022-09-15,Plus,844.0,5000000
GP-004454,2021-08-10,Basic,301.0,0
GP-004455,2022-10-26,Plus,576.0,500000
GP-004456,2022-12-01,Basic,492.0,0
GP-004457,2021-03-25,Plus,,3000000
GP-004458,2023-09-19,Plus,497.0,1500000
GP-004459,2022-09-18,Plus,531.0,500000
GP-004460,2022-04-02,Plus,696.0,3000000
GP-004461,2023-08-03,Plus,524.0,3000000
GP-004462,2022-01-03,Basic,,0
GP-004463,2023-08-12,Plus,810.0,500000
GP-004464,2023-03-15,Plus,653.0,1500000
GP-004465,2023-09-24,Plus,407.0,5000000
GP-004466,2022-03-08,Basic,356.0,0
GP-004467,2023-03-02,Basic,415.0,0
GP-004468,2023-04-22,Plus,553.0,3000000
GP-004469,2022-11-03,Plus,,1500000
GP-004470,2022-10-29,Plus,596.0,500000
GP-004471,2021-03-05,Basic,,0
GP-004472,2023-03-05,Basic,355.0,0
GP-004473,2021-04-18,Plus,467.0,500000
GP-004474,2023-09-19,Basic,456.0,0
GP-004475,2022-10-06,Basic,454.0,0
GP-004476,2022-12-04,Plus,778.0,500000
GP-004477,2023-07-25,Basic,331.0,0
GP-004478,2022-09-16,Basic,469.0,0
GP-004479,2022-09-22,Plus,451.0,1500000
GP-004480,2023-05-22,Plus,646.0,1500000
GP-004481,2021-06-14,Plus,495.0,1500000
GP-004482,2021-07-22,Plus,826.0,3000000
GP-004483,2021-12-29,Plus,570.0,500000
GP-004484,2023-06-04,Basic,455.0,0
GP-004485,2023-08-10,Basic,420.0,0
GP-004486,2022-10-23,Plus,538.0,500000
GP-004487,2021-01-15,Basic,346.0,0
GP-004488,2023-06-23,Plus,499.0,3000000
GP-004489,2022-09-19,Basic,,0
GP-004490,2021-11-15,Basic,351.0,0
GP-004491,2022-02-22,Plus,798.0,1500000
GP-004492,2021-03-24,Plus,801.0,5000000
GP-004493,2022-06-17,Plus,627.0,3000000
GP-004494,2023-02-14,Basic,392.0,0
GP-004495,2021-08-17,Plus,793.0,500000
GP-004496,2021-08-04,Plus,522.0,500000
GP-004497,2022-10-24,Plus,719.0,500000
GP-004498,2022-10-08,Plus,460.0,5000000
GP-004499,2022-04-27,Plus,,1500000
GP-004500,2022-11-03,Basic,307.0,0
GP-004501,2021-01-24,Basic,339.0,0
GP-004502,2023-08-14,Plus,533.0,3000000
GP-004503,2023-07-04,Plus,,3000000
GP-004504,2021-04-29,Plus,575.0,1500000
GP-004505,2021-04-10,Plus,831.0,500000
GP-004506,2022-12-07,Basic,387.0,0
GP-004507,2022-09-26,Plus,502.0,500000
GP-004508,2023-05-04,Plus,493.0,1500000
GP-004509,2022-01-09,Basic,,0
GP-004510,2021-03-23,Plus,650.0,3000000
GP-004511,2021-05-15,Basic,487.0,0
GP-004512,2021-05-16,Plus,435.0,500000
GP-004513,2022-02-22,Plus,526.0,3000000
GP-004514,2021-07-17,Plus,,500000
GP-004515,2021-12-28,Basic,327.0,0
GP-004516,2022-08-17,Plus,622.0,1500000
GP-004517,2021-06-10,Plus,600.0,500000
GP-004518,2021-07-29,Basic,473.0,0
GP-004519,2021-10-19,Basic,366.0,0
GP-004520,2023-04-19,Basic,469.0,0
GP-004521,2023-04-18,Basic,491.0,0
GP-004522,2022-10-02,Basic,307.0,0
GP-004523,2022-04-20,Basic,,0
GP-004524,2022-11-04,Plus,,3000000
GP-004525,2023-03-30,Plus,677.0,3000000
GP-004526,2023-09-27,Basic,311.0,0
GP-004527,2021-06-02,Basic,434.0,0
GP-004528,2021-10-11,Basic,397.0,0
GP-004529,2022-09-29,Basic,418.0,0
GP-004530,2021-10-23,Plus,653.0,500000
GP-004531,2021-09-30,Plus,538.0,1500000
GP-004532,2021-07-13,Plus,530.0,3000000
GP-004533,2021-06-15,Basic,335.0,0
GP-004534,2022-11-17,Basic,421.0,0
GP-004535,2023-06-22,Plus,,500000
GP-004536,2022-09-25,Plus,637.0,500000
GP-004537,2022-11-06,Plus,561.0,500000
GP-004538,2023-07-03,Plus,520.0,5000000
GP-004539,2022-06-26,Basic,389.0,0
GP-004540,2022-12-12,Plus,841.0,500000
GP-004541,2021-10-06,Basic,451.0,0
GP-004542,2023-09-03,Plus,740.0,500000
GP-004543,2022-03-25,Plus,593.0,3000000
GP-004544,2021-03-12,Plus,523.0,3000000
GP-004545,2021-04-08,Plus,533.0,1500000
GP-004546,2022-04-27,Plus,839.0,500000
GP-004547,2022-09-13,Plus,489.0,3000000
GP-004548,2023-02-08,Plus,477.0,500000
GP-004549,2021-07-11,Basic,479.0,0
GP-004550,2021-03-15,Plus,681.0,5000000
GP-004551,2021-05-25,Basic,,0
GP-004552,2022-01-31,Plus,,5000000
GP-004553,2022-04-27,Plus,801.0,1500000
GP-004554,2022-11-26,Basic,,0
GP-004555,2021-12-15,Plus,,3000000
GP-004556,2021-01-03,Plus,728.0,1500000
GP-004557,2023-01-07,Basic,,0
GP-004558,2021-09-02,Basic,450.0,0
GP-004559,2022-01-12,Plus,827.0,1500000
GP-004560,2022-04-23,Plus,681.0,1500000
GP-004561,2022-06-03,Basic,357.0,0
GP-004562,2022-04-24,Basic,498.0,0
GP-004563,2021-06-10,Basic,478.0,0
GP-004564,2023-03-11,Plus,676.0,500000
GP-004565,2023-09-11,Basic,,0
GP-004566,2021-08-08,Basic,,0
GP-004567,2022-04-03,Plus,722.0,1500000
GP-004568,2022-04-15,Plus,778.0,500000
GP-004569,2023-01-18,Basic,346.0,0
GP-004570,2021-04-15,Plus,435.0,1500000
GP-004571,2022-09-19,Plus,,500000
GP-004572,2022-05-15,Basic,479.0,0
GP-004573,2023-06-11,Plus,812.0,5000000
GP-004574,2022-06-27,Plus,585.0,3000000
GP-004575,2023-05-29,Basic,383.0,0
GP-004576,2023-05-06,Basic,327.0,0
GP-004577,2023-03-22,Plus,614.0,1500000
GP-004578,2023-04-26,Basic,360.0,0
GP-004579,2023-06-09,Plus,410.0,500000
GP-004580,2022-05-02,Plus,723.0,1500000
GP-004581,2021-05-09,Basic,430.0,0
GP-004582,2022-01-17,Plus,,500000
GP-004583,2022-12-31,Plus,456.0,1500000
GP-004584,2021-01-23,Plus,723.0,1500000
GP-004585,2023-04-17,Plus,630.0,3000000
GP-004586,2021-10-09,Plus,666.0,5000000
GP-004587,2021-04-27,Plus,,5000000
GP-004588,2023-03-27,Basic,490.0,0
GP-004589,2021-01-22,Basic,,0
GP-004590,2022-05-12,Plus,834.0,500000
GP-004591,2021-01-22,Basic,377.0,0
GP-004592,2022-09-15,Plus,737.0,5000000
GP-004593,2022-03-15,Plus,,500000
GP-004594,2023-09-15,Plus,487.0,3000000
GP-004595,2022-04-26,Basic,,0
GP-004596,2021-07-09,Plus,617.0,500000
GP-004597,2022-08-02,Plus,,1500000
GP-004598,2021-02-26,Plus,630.0,1500000
GP-004599,2021-11-30,Basic,351.0,0
GP-004600,2022-08-03,Plus,552.0,500000
GP-004601,2021-11-16,Basic,365.0,0
GP-004602,2022-06-28,Plus,596.0,1500000
GP-004603,2023-09-19,Plus,638.0,500000
GP-004604,2023-07-09,Basic,455.0,0
GP-004605,2021-10-22,Plus,632.0,500000
GP-004606,2022-07-09,Plus,658.0,500000
GP-004607,2023-08-03,Plus,,500000
GP-004608,2023-01-20,Plus,463.0,5000000
GP-004609,2022-06-13,Basic,478.0,0
GP-004610,2023-05-16,Plus,789.0,1500000
GP-004611,2022-11-02,Basic,,0
GP-004612,2022-01-23,Plus,622.0,1500000
GP-004613,2022-01-29,Basic,490.0,0
